candidate_id,dataset_version,label_version,label_status,is_suitable,candidate_origin,source_dataset,district_id,district_name,zone_id,population_density,num_households,nse_ab_pct,nse_c_pct,nse_de_pct,urbanization_rate,dist_nearest_road_m,walkability_score,poi_commercial_500m,poi_educational_500m,poi_parks_500m,land_use_encoded,area_m2,dist_nearest_recycling_m,recycling_density_1km,waste_per_capita_kg,coverage_gap_index,accessibility_composite,nse_high_ratio,recycling_deficit,is_optimal,suitability_score,evidence_summary,label_reason,review_notes
ECO-SIM-V03-0395,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,4,Barranco,394,11191.7,921,0.5841,0.334,0.0819,0.8557,8.0,0.5844,12,3,0,2,93.1,142.5,1,0.439,0.0918,0.74,0.5841,0,0,0.78,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0396,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,4,Barranco,395,11840.8,971,0.657,0.3176,0.0254,0.9153,62.3,0.8381,9,5,1,1,365.2,203.8,0,0.58,0.0814,0.8198,0.657,0,0,0.9009,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0397,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,4,Barranco,396,9744.0,1013,0.6538,0.3557,0.0,0.9501,54.1,0.788,14,4,0,0,768.9,23.5,0,0.514,0.2993,0.8007,0.6538,0,1,0.9614,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0398,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,4,Barranco,397,11689.8,1226,0.5785,0.2998,0.1218,0.8691,88.7,0.5696,14,2,0,3,66.4,269.0,1,0.811,0.1753,0.6235,0.5785,0,0,0.8377,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0399,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,4,Barranco,398,9319.9,763,0.4905,0.3041,0.2054,0.7995,28.2,0.5839,15,1,1,1,554.4,191.0,0,0.574,0.0369,0.7128,0.4905,0,0,0.9172,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0400,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,4,Barranco,399,13346.1,1269,0.6565,0.383,0.0,0.8906,72.0,0.7205,14,3,2,3,32.1,233.8,0,0.71,0.0797,0.7362,0.6565,0,0,0.9466,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0401,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,400,20987.1,2236,0.4486,0.3734,0.178,0.8724,2.2,0.867,10,7,0,0,299.5,68.8,0,0.783,0.2655,0.9173,0.4486,0,1,0.9694,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0402,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,401,21619.6,1801,0.4027,0.2265,0.3708,0.9602,58.4,0.7043,10,3,2,3,879.1,111.5,1,0.859,0.1422,0.7448,0.4027,0,0,0.9476,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0403,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,402,22208.0,2550,0.2784,0.22,0.5016,0.8963,26.7,0.7027,9,2,2,0,68.1,671.4,1,0.709,0.8976,0.7861,0.2784,1,1,0.9795,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0404,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,403,17775.2,1788,0.258,0.3654,0.3765,0.87,17.0,0.5529,5,1,4,0,493.4,22.7,1,0.713,0.0644,0.709,0.258,0,0,0.9127,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0405,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,404,22195.9,1932,0.3645,0.2609,0.3746,0.9722,14.9,0.843,9,6,2,0,32.8,274.7,1,0.46,0.2538,0.8859,0.3645,0,1,0.9559,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0406,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,405,24375.9,2269,0.2754,0.3494,0.3752,0.7913,35.9,0.8523,13,2,1,0,746.2,114.1,1,0.808,0.0026,0.8635,0.2754,0,1,0.9669,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0407,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,406,19380.9,2171,0.4521,0.3611,0.1869,0.7679,31.2,0.6564,12,3,1,0,47.7,695.5,0,0.917,0.5281,0.7522,0.4521,1,1,0.9782,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0408,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,407,19060.3,2188,0.3589,0.3646,0.2765,0.9702,2.5,0.9352,12,3,2,2,1718.3,37.4,0,0.698,0.0167,0.9578,0.3589,0,1,0.9777,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0409,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,408,21429.6,2159,0.3373,0.2777,0.385,0.9667,36.8,0.5886,5,3,0,0,179.1,520.4,2,0.561,0.8776,0.7041,0.3373,1,1,0.9627,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0410,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,409,18051.0,1790,0.3242,0.4219,0.2539,0.9139,2.3,0.4418,13,3,1,2,687.0,389.4,1,0.626,0.2401,0.6621,0.3242,0,0,0.9454,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0411,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,410,16049.5,1765,0.4263,0.3429,0.2308,0.809,15.3,0.6188,9,5,0,0,582.5,171.1,3,0.587,0.1223,0.7508,0.4263,0,0,0.7916,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0412,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,411,23443.2,2650,0.4043,0.3853,0.2105,0.9827,12.7,0.9021,14,1,1,0,172.6,1039.7,1,0.596,0.9724,0.9243,0.4043,1,1,0.9908,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0413,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,412,18647.1,2062,0.4202,0.2543,0.3255,0.9337,21.5,0.5154,6,4,1,2,183.5,577.4,0,0.747,0.5231,0.6806,0.4202,1,0,0.9367,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0414,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,413,20055.3,1912,0.418,0.3357,0.2463,0.9117,36.2,0.8255,6,4,2,1,125.2,814.3,1,0.692,0.7248,0.8471,0.418,1,1,0.9639,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0415,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,414,18169.6,1920,0.3928,0.4378,0.1694,0.8035,27.3,0.909,9,1,0,2,459.4,476.4,0,0.801,0.1747,0.9091,0.3928,0,1,0.9635,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0416,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,415,23830.3,2723,0.2967,0.4276,0.2757,0.8731,2.9,0.9487,13,3,0,0,174.4,807.2,1,0.706,0.5532,0.9654,0.2967,1,1,0.9736,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0417,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,416,22559.5,1941,0.327,0.2862,0.3868,0.9474,49.6,0.8467,11,3,0,1,127.1,568.7,0,0.52,0.9754,0.8419,0.327,1,1,0.9819,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0418,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,417,19277.8,1841,0.3605,0.3064,0.3331,0.9565,48.9,0.7494,7,7,2,1,376.1,1154.2,1,0.575,0.9807,0.7845,0.3605,1,1,0.9732,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0419,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,418,16460.3,1354,0.6065,0.2709,0.1226,0.8847,26.8,0.8146,4,3,1,0,119.4,236.7,0,0.566,0.1978,0.8531,0.6065,0,1,0.968,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0420,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,419,18959.2,1826,0.2651,0.2975,0.4374,0.8755,7.2,0.8774,3,4,2,2,188.1,511.4,0,0.622,0.9734,0.9169,0.2651,1,1,0.9758,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0421,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,420,21710.5,2407,0.3581,0.2381,0.4038,0.9174,6.4,0.8809,14,1,2,0,266.6,1047.6,1,0.919,0.5176,0.92,0.3581,1,1,0.9735,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0422,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,421,20565.9,1807,0.4098,0.3389,0.2512,0.8768,83.6,0.5537,6,4,0,0,146.4,618.5,1,0.943,0.9904,0.6207,0.4098,1,1,0.9718,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0423,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,422,20327.3,2066,0.3697,0.4007,0.2297,0.8502,5.1,0.4938,8,1,0,2,165.1,617.0,1,0.775,0.918,0.6894,0.3697,1,1,0.9818,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0424,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,423,20635.1,1681,0.5074,0.2872,0.2054,0.7705,27.4,0.7259,8,4,3,1,835.5,17.3,0,0.668,0.1693,0.799,0.5074,0,1,0.9733,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0425,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,424,22276.4,2581,0.3692,0.3428,0.2881,0.7803,82.8,0.6698,13,5,2,2,207.8,826.9,0,0.446,0.7998,0.6915,0.3692,1,1,0.9585,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0426,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,425,19874.4,2241,0.3765,0.3324,0.2911,0.9325,10.2,0.9131,10,4,1,2,183.5,176.2,2,0.683,0.2609,0.9343,0.3765,0,1,0.9684,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0427,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,426,21350.0,2155,0.4815,0.4344,0.0841,0.7559,5.1,0.7097,8,6,2,0,212.7,663.0,0,0.531,0.6596,0.8191,0.4815,1,1,0.9751,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0428,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,427,17039.2,1844,0.5811,0.3011,0.1179,0.7626,10.2,0.8053,4,6,1,1,352.0,765.9,0,0.895,0.6769,0.8695,0.5811,1,1,0.9789,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0429,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,428,27661.6,2327,0.5407,0.304,0.1553,0.9671,53.2,0.7763,11,2,0,3,107.0,48.3,1,0.409,0.2639,0.7948,0.5407,0,1,0.967,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0430,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,429,19148.4,2179,0.3863,0.2823,0.3313,0.919,63.0,0.8159,10,2,0,0,344.4,1139.6,1,0.708,0.5735,0.8055,0.3863,1,1,0.9703,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0431,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,430,20610.8,2238,0.395,0.259,0.346,0.751,14.6,0.7635,5,8,1,0,300.3,145.6,2,0.519,0.0878,0.8387,0.395,0,1,0.977,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0432,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,431,21699.4,1840,0.4047,0.3923,0.203,0.8249,23.0,0.8786,7,2,0,3,58.5,377.2,0,0.649,0.2928,0.8965,0.4047,0,1,0.9736,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0433,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,432,18767.6,2237,0.4147,0.3392,0.2461,0.9332,76.5,0.5458,9,6,1,0,1028.0,148.5,1,0.75,0.1634,0.6255,0.4147,0,0,0.9156,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0434,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,433,20023.5,1619,0.3153,0.3544,0.3304,0.8502,7.1,0.8035,7,4,0,3,787.3,10.0,1,0.803,0.0529,0.8727,0.3153,0,0,0.939,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0435,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,434,19987.0,2101,0.4937,0.452,0.0544,0.8625,17.1,0.353,7,0,0,0,129.0,236.8,0,0.641,0.1509,0.589,0.4937,0,0,0.9064,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0436,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,435,17257.9,1499,0.4207,0.4566,0.1228,0.8601,38.0,0.5182,9,3,0,2,99.7,17.1,1,0.764,0.1937,0.6603,0.4207,0,1,0.9577,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0437,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,436,21315.8,2318,0.3955,0.2183,0.3862,0.7985,91.4,0.9822,6,8,1,1,293.7,198.5,1,0.551,0.2485,0.8675,0.3955,0,1,0.966,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0438,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,437,15052.3,1246,0.2729,0.4018,0.3253,0.9231,76.6,0.7729,7,2,0,1,78.2,153.0,0,0.687,0.2437,0.7616,0.2729,0,0,0.9036,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0439,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,438,25258.1,2102,0.4062,0.3681,0.2257,0.7747,24.6,0.9416,13,2,1,2,728.8,665.0,0,0.8,0.5542,0.9322,0.4062,1,1,0.9782,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0440,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,439,22378.9,2207,0.2107,0.3131,0.4762,0.8717,13.0,0.7596,12,3,0,0,168.2,327.2,0,0.7,0.1361,0.8384,0.2107,0,1,0.9603,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0441,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,1,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,440,21917.4,2624,0.3418,0.3762,0.282,0.7908,36.2,0.7034,10,2,1,1,895.6,82.7,0,0.571,0.0062,0.7738,0.3418,0,1,0.9667,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0442,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,441,14790.1,1346,0.3437,0.2119,0.4444,0.7612,4.4,0.8301,9,4,0,3,126.5,134.6,0,0.608,0.2664,0.8922,0.3437,0,0,0.921,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
ECO-SIM-V03-0443,simulated-training-v0.3,simulated-is-suitable-v0.3,etiquetado_simulado,0,simulated_candidate_cell,ml.data_generator.generate_synthetic_dataset,5,Lince,442,17622.4,1841,0.4287,0.467,0.1043,0.7844,147.9,0.6929,5,0,1,3,223.7,471.1,1,0.802,0.0522,0.6185,0.4287,0,0,0.942,Registro simulado para desarrollo tecnico de entrenamiento y endpoints.,Etiqueta simulada derivada de suitability_score y tasa positiva controlada; no es evidencia real de tesis.,"Usar para desarrollo, pruebas y contratos de API; no reportar como resultado real."
