zone_id,district_id,district_name,population_density,num_households,nse_ab_pct,nse_c_pct,nse_de_pct,urbanization_rate,dist_nearest_road_m,walkability_score,poi_commercial_500m,poi_educational_500m,poi_parks_500m,land_use_encoded,area_m2,dist_nearest_recycling_m,recycling_density_1km,waste_per_capita_kg,coverage_gap_index,accessibility_composite,nse_high_ratio,recycling_deficit,is_optimal,suitability_score
986,5,Lince,20291.0,1880,0.2915,0.3257,0.3828,0.8793,2.3,0.5734,18,3,0,0,461.1,799.2,1,0.469,0.8982,0.741,0.2915,1,1,0.8332
987,5,Lince,18287.0,2080,0.3932,0.4265,0.1803,0.9357,6.9,0.8678,14,1,2,0,465.8,10.0,1,0.784,0.0957,0.9115,0.3932,0,1,0.7085
988,5,Lince,24151.4,2474,0.3171,0.3223,0.3606,0.8072,25.4,0.9258,8,8,1,3,118.2,608.6,0,0.733,0.6125,0.9216,0.3171,1,0,0.8653
989,5,Lince,22893.9,2717,0.4186,0.3695,0.212,0.9623,14.1,0.7921,11,3,1,0,167.8,2336.6,1,0.797,0.7517,0.8565,0.4186,1,1,0.7034
990,5,Lince,15230.9,1269,0.2967,0.366,0.3373,0.9219,88.8,0.757,14,5,3,0,71.8,85.2,1,0.606,0.1533,0.7358,0.2967,0,0,0.5996
991,5,Lince,24051.0,2514,0.3896,0.2812,0.3292,0.9292,35.5,0.3258,11,2,2,1,88.6,155.7,0,0.621,0.2589,0.5481,0.3896,0,1,0.8062
992,5,Lince,22818.1,1913,0.3654,0.2906,0.3441,0.8072,14.3,0.8571,9,4,3,2,120.4,420.0,1,0.425,0.0184,0.8952,0.3654,0,0,0.731
993,5,Lince,19026.6,1871,0.3988,0.5287,0.0724,0.7716,1.0,0.5811,15,2,0,1,239.1,162.1,1,0.495,0.0229,0.7473,0.3988,0,1,0.6838
994,5,Lince,19764.7,1883,0.5635,0.2786,0.1578,0.7675,159.0,0.9517,7,4,2,0,91.8,48.3,0,0.792,0.0465,0.7591,0.5635,0,1,0.6846
995,5,Lince,24176.5,2592,0.42,0.3796,0.2004,0.9053,17.2,0.6209,12,5,0,1,237.1,38.7,1,0.705,0.0794,0.7496,0.42,0,0,0.708
996,5,Lince,14085.5,1546,0.4504,0.3964,0.1532,0.786,53.4,0.7589,4,4,0,0,216.3,119.8,1,0.666,0.2127,0.7842,0.4504,0,1,0.6954
997,5,Lince,21336.2,1910,0.3375,0.3457,0.3168,0.9898,8.3,0.837,8,6,1,1,98.8,122.1,1,0.839,0.1597,0.8912,0.3375,0,1,0.6563
998,5,Lince,23280.2,2042,0.4223,0.4037,0.174,0.9807,2.2,0.8575,10,3,1,1,829.2,102.0,0,0.455,0.1278,0.9115,0.4223,0,1,0.7092
999,5,Lince,19733.9,1909,0.3725,0.3763,0.2512,0.757,5.6,0.9129,9,1,1,0,84.8,10.0,1,0.758,0.2348,0.9403,0.3725,0,1,0.6759
1000,6,Pueblo Libre,19775.8,1767,0.3792,0.411,0.2099,0.8457,55.4,0.5675,6,4,0,0,192.0,1033.1,0,0.799,0.6909,0.6667,0.3792,1,1,0.7815
1001,6,Pueblo Libre,13856.3,1345,0.3921,0.414,0.1939,0.917,12.0,0.6433,8,2,2,1,175.7,93.4,0,0.909,0.2269,0.77,0.3921,0,1,0.6134
1002,6,Pueblo Libre,19474.4,1652,0.4536,0.3234,0.2231,0.9002,59.2,0.6826,13,5,1,0,99.3,207.8,1,0.918,0.2506,0.7306,0.4536,0,0,0.6158
1003,6,Pueblo Libre,15592.2,1503,0.296,0.3477,0.3562,0.8547,25.4,0.8119,9,1,2,0,236.0,74.9,0,0.584,0.2729,0.8533,0.296,0,1,0.5378
1004,6,Pueblo Libre,16545.1,1863,0.5077,0.3592,0.1331,0.9698,15.7,0.7015,11,2,0,0,161.0,123.4,2,0.79,0.1119,0.8,0.5077,0,0,0.6299
1005,6,Pueblo Libre,14061.5,1216,0.2019,0.3696,0.4285,0.8105,15.1,0.569,10,4,1,0,677.8,599.5,0,0.714,0.5916,0.7213,0.2019,1,0,0.6568
1006,6,Pueblo Libre,12823.1,1495,0.4863,0.2422,0.2715,0.8038,3.7,0.776,7,1,1,2,60.4,1038.4,1,0.486,0.9617,0.8606,0.4863,1,1,0.8084
1007,6,Pueblo Libre,15330.8,1785,0.4957,0.3891,0.1152,0.9013,23.5,0.6481,15,3,1,0,113.2,435.1,1,0.367,0.2832,0.7575,0.4957,0,0,0.5242
1008,6,Pueblo Libre,19127.2,1922,0.3705,0.256,0.3735,0.7957,77.8,0.6918,10,2,0,0,107.2,51.6,3,0.672,0.0033,0.7114,0.3705,0,1,0.5115
1009,6,Pueblo Libre,14315.3,1637,0.3266,0.4045,0.2689,0.9492,1.0,0.752,9,2,0,0,300.9,111.4,0,0.426,0.1711,0.8498,0.3266,0,0,0.5281
1010,6,Pueblo Libre,19870.1,2155,0.4092,0.2648,0.326,0.8315,12.0,0.7836,6,5,0,0,625.5,81.0,0,0.522,0.153,0.8542,0.4092,0,1,0.7651
1011,6,Pueblo Libre,14625.1,1378,0.514,0.246,0.24,0.8511,29.3,0.9167,11,4,3,1,366.0,423.1,0,0.547,0.2633,0.911,0.514,0,0,0.7554
1012,6,Pueblo Libre,13436.3,1376,0.4846,0.3478,0.1677,0.9138,24.2,0.8263,10,7,1,1,101.9,24.3,1,0.683,0.0649,0.8635,0.4846,0,1,0.7152
1013,6,Pueblo Libre,16608.7,1406,0.3388,0.346,0.3152,0.9624,47.8,0.6655,9,4,0,2,173.6,1294.3,0,0.842,0.9166,0.7356,0.3388,1,1,0.7844
1014,6,Pueblo Libre,17629.8,1759,0.4606,0.3583,0.1811,0.9156,28.5,0.9211,12,0,1,0,128.1,63.2,0,0.652,0.2539,0.9146,0.4606,0,1,0.7582
1015,6,Pueblo Libre,16451.4,1862,0.4762,0.2786,0.2452,0.7726,23.2,0.5433,12,5,1,0,367.3,11.9,1,0.569,0.105,0.695,0.4762,0,1,0.626
1016,6,Pueblo Libre,16362.3,1692,0.472,0.3662,0.1618,0.8311,44.2,0.7688,9,2,1,0,170.8,54.1,1,0.34,0.0975,0.8023,0.472,0,1,0.657
1017,6,Pueblo Libre,19847.1,1891,0.3513,0.3738,0.2749,0.93,24.9,0.462,10,2,0,1,79.0,740.4,0,0.719,0.5358,0.6441,0.3513,1,1,0.7219
1018,6,Pueblo Libre,16227.8,1728,0.4656,0.4433,0.0912,0.9679,5.6,0.8595,14,3,0,1,390.6,97.6,1,0.654,0.276,0.9083,0.4656,0,1,0.7112
1019,6,Pueblo Libre,14871.0,1770,0.5418,0.3648,0.0934,0.9021,28.1,0.7724,11,3,1,2,672.2,844.1,1,0.568,0.6781,0.826,0.5418,1,1,0.8254
1020,6,Pueblo Libre,13280.9,1098,0.5037,0.302,0.1943,0.8931,25.7,0.7776,8,2,1,2,212.1,469.8,1,0.825,0.2077,0.8322,0.5037,0,1,0.6207
1021,6,Pueblo Libre,19056.7,1776,0.4911,0.2422,0.2666,0.841,66.0,0.4745,9,1,0,0,269.4,83.3,0,0.471,0.2694,0.5967,0.4911,0,0,0.67
1022,6,Pueblo Libre,14978.4,1291,0.6143,0.2276,0.1582,0.8647,7.0,0.5205,11,4,1,3,73.3,241.9,2,0.547,0.2532,0.703,0.6143,0,0,0.6061
1023,6,Pueblo Libre,15212.6,1799,0.4668,0.3758,0.1574,0.8537,56.0,0.6919,13,5,1,3,47.1,648.1,0,0.613,0.808,0.7405,0.4668,1,1,0.7288
1024,6,Pueblo Libre,18524.5,1886,0.3658,0.4135,0.2207,0.7632,60.6,0.7274,14,5,2,0,55.7,155.7,0,0.566,0.0479,0.7556,0.3658,0,1,0.6598
1025,6,Pueblo Libre,20930.0,1782,0.3661,0.2788,0.3551,0.7552,7.7,0.5863,14,6,5,0,236.1,113.8,1,0.733,0.2017,0.7415,0.3661,0,1,0.6608
1026,6,Pueblo Libre,16603.2,1734,0.4676,0.3704,0.162,0.8982,9.7,0.6848,12,2,0,2,191.3,152.0,0,0.72,0.1952,0.7979,0.4676,0,1,0.7364
1027,6,Pueblo Libre,15671.2,1567,0.3062,0.3361,0.3577,0.8724,4.4,0.8566,11,3,2,0,378.8,1183.1,1,0.808,0.8163,0.908,0.3062,1,1,0.7937
1028,6,Pueblo Libre,15986.4,1316,0.4189,0.4075,0.1736,0.8088,78.2,0.5696,11,0,1,0,208.9,446.8,1,0.725,0.2698,0.6375,0.4189,0,1,0.7411
1029,6,Pueblo Libre,14906.7,1708,0.4964,0.4193,0.0843,0.9643,29.8,0.8318,17,4,0,0,539.3,508.7,3,0.633,0.7118,0.8593,0.4964,1,1,0.6691
1030,6,Pueblo Libre,15146.0,1641,0.5671,0.1687,0.2642,0.7996,31.2,0.9117,14,3,1,1,491.7,787.9,0,0.599,0.9892,0.9055,0.5671,1,1,0.8139
1031,6,Pueblo Libre,15158.8,1215,0.2956,0.4326,0.2718,0.9181,16.9,0.3996,11,2,1,2,189.1,519.0,0,0.718,0.9944,0.6172,0.2956,1,0,0.7396
1032,6,Pueblo Libre,18185.7,2152,0.4599,0.3702,0.1699,0.9392,4.7,0.9072,7,2,1,2,109.6,38.8,0,0.621,0.2736,0.9381,0.4599,0,1,0.7385
1033,6,Pueblo Libre,15788.4,1363,0.4432,0.3075,0.2493,0.9517,44.0,0.6544,7,3,1,3,52.8,588.0,1,0.657,0.6237,0.7339,0.4432,1,1,0.7541
1034,6,Pueblo Libre,19262.3,1541,0.4538,0.3097,0.2365,0.9515,74.5,0.859,15,5,0,0,770.4,90.4,2,0.726,0.1106,0.816,0.4538,0,1,0.5149
1035,6,Pueblo Libre,15720.9,1526,0.4642,0.3525,0.1833,0.9406,8.8,0.5174,8,2,2,2,115.1,485.4,2,0.671,0.1504,0.6987,0.4642,0,0,0.5969
1036,6,Pueblo Libre,15119.1,1294,0.4468,0.3097,0.2435,0.8599,77.4,0.5596,10,1,2,0,73.9,21.5,0,0.696,0.2976,0.6326,0.4468,0,0,0.7503
1037,6,Pueblo Libre,19066.9,1960,0.5892,0.275,0.1357,0.8997,13.2,0.7816,14,1,0,1,271.5,425.6,0,0.531,0.1319,0.8513,0.5892,0,1,0.7866
1038,6,Pueblo Libre,16051.7,1484,0.5744,0.2934,0.1322,0.9559,3.5,0.9241,12,2,2,3,74.4,139.9,1,0.852,0.1196,0.9497,0.5744,0,1,0.7408
1039,6,Pueblo Libre,15696.6,1371,0.6643,0.2668,0.0689,0.8509,7.4,0.774,15,3,1,2,271.3,150.4,1,0.484,0.2805,0.8545,0.6643,0,1,0.7282
1040,6,Pueblo Libre,16080.5,1920,0.4489,0.4577,0.0933,0.911,33.8,0.5445,8,0,2,1,187.0,120.4,0,0.716,0.1984,0.6817,0.4489,0,1,0.5869
1041,6,Pueblo Libre,19520.0,1821,0.4089,0.3545,0.2366,0.7883,69.3,0.7393,12,3,2,0,512.3,97.0,0,0.577,0.0491,0.7511,0.4089,0,1,0.6085
1042,6,Pueblo Libre,16734.6,1616,0.3532,0.5302,0.1165,0.8855,11.6,0.9563,4,3,2,0,477.9,527.8,0,0.812,0.8996,0.9583,0.3532,1,0,0.7569
1043,6,Pueblo Libre,18998.8,1743,0.3981,0.3797,0.2223,0.7839,18.8,0.7077,14,2,0,1,591.5,84.6,1,0.783,0.1933,0.7995,0.3981,0,1,0.5821
1044,6,Pueblo Libre,15436.9,1751,0.5215,0.3971,0.0814,0.9085,5.6,0.7786,8,5,0,0,288.6,511.4,0,0.65,0.8582,0.8597,0.5215,1,1,0.8201
1045,6,Pueblo Libre,18614.6,1635,0.5369,0.2651,0.1981,0.8404,58.0,0.874,13,2,2,0,123.1,332.4,1,0.883,0.0027,0.8471,0.5369,0,1,0.7417
1046,6,Pueblo Libre,16570.4,1410,0.5176,0.3325,0.1499,0.8047,53.6,0.5409,8,6,1,2,106.8,54.9,0,0.622,0.1346,0.6531,0.5176,0,0,0.6557
1047,6,Pueblo Libre,18118.2,2088,0.3836,0.3558,0.2606,0.8366,5.8,0.9324,10,3,0,0,160.0,45.8,1,0.782,0.2819,0.9517,0.3836,0,0,0.746
1048,6,Pueblo Libre,18320.0,1599,0.3841,0.299,0.3169,0.9183,40.9,0.5709,11,2,0,0,1206.4,693.3,0,0.541,0.7694,0.688,0.3841,1,1,0.7655
1049,6,Pueblo Libre,13740.1,1570,0.6456,0.3128,0.0415,0.9679,82.2,0.393,12,6,0,0,200.5,492.2,0,0.711,0.1676,0.5262,0.6456,0,0,0.6173
1050,6,Pueblo Libre,16172.7,1667,0.3668,0.3836,0.2496,0.7527,54.8,0.7341,13,2,1,0,278.3,262.3,1,0.51,0.0586,0.7673,0.3668,0,0,0.4287
1051,6,Pueblo Libre,18297.3,2066,0.5917,0.3852,0.0232,0.7903,24.9,0.7936,10,2,0,0,824.6,199.4,1,0.653,0.1007,0.8429,0.5917,0,0,0.6882
1052,6,Pueblo Libre,18679.6,1546,0.4905,0.243,0.2665,0.9194,27.9,0.8136,8,2,2,0,300.0,276.6,0,0.642,0.299,0.851,0.4905,0,1,0.696
1053,6,Pueblo Libre,19008.2,2253,0.3767,0.3727,0.2506,0.8865,14.7,0.9504,9,6,0,1,134.4,284.5,1,0.782,0.1977,0.9506,0.3767,0,1,0.6912
1054,6,Pueblo Libre,16251.3,1494,0.3316,0.3942,0.2742,0.8266,41.4,0.8873,11,2,2,0,438.8,1135.4,0,0.549,0.5533,0.8771,0.3316,1,1,0.7366
1055,6,Pueblo Libre,19696.5,1621,0.3811,0.3028,0.3161,0.9064,59.3,0.8641,15,5,0,0,173.7,307.3,1,1.111,0.2214,0.8394,0.3811,0,0,0.6351
1056,6,Pueblo Libre,14422.7,1595,0.4918,0.2946,0.2136,0.9581,38.9,0.8264,7,3,4,2,308.4,91.6,0,0.443,0.0274,0.8439,0.4918,0,1,0.5385
1057,6,Pueblo Libre,12412.6,1081,0.359,0.3853,0.2556,0.8119,13.5,0.5447,10,4,0,0,368.6,336.4,0,0.685,0.1112,0.7088,0.359,0,1,0.4996
1058,6,Pueblo Libre,15333.7,1442,0.6054,0.1442,0.2504,0.8666,5.3,0.6038,9,0,2,1,164.8,1309.9,0,0.693,0.6669,0.7553,0.6054,1,0,0.6404
1059,6,Pueblo Libre,18870.0,1958,0.4292,0.3502,0.2206,0.755,5.2,0.8093,13,1,0,1,284.0,246.0,0,0.731,0.2688,0.8786,0.4292,0,0,0.6443
1060,6,Pueblo Libre,13393.1,1108,0.52,0.4808,0.0,0.977,105.7,0.9729,11,6,0,1,880.1,1172.9,0,0.573,0.5068,0.8428,0.52,1,1,0.624
1061,6,Pueblo Libre,12472.3,1098,0.512,0.1423,0.3457,0.9424,56.6,0.4746,10,3,4,0,148.2,1110.9,3,0.686,0.7552,0.6092,0.512,1,0,0.4818
1062,6,Pueblo Libre,11870.8,1181,0.6122,0.4158,0.0,0.8712,10.4,0.7723,8,6,1,3,701.7,127.6,0,0.565,0.1223,0.8495,0.6122,0,1,0.6512
1063,6,Pueblo Libre,17766.3,1721,0.4062,0.3936,0.2002,0.9881,4.1,0.562,8,5,0,0,152.6,602.0,0,0.931,0.7041,0.7317,0.4062,1,1,0.6887
1064,6,Pueblo Libre,12525.7,1281,0.4606,0.235,0.3044,0.8029,17.0,0.7266,13,2,4,1,1034.5,623.0,0,0.555,0.6371,0.8134,0.4606,1,1,0.5612
1065,6,Pueblo Libre,17317.7,1890,0.3099,0.3916,0.2985,0.9286,19.4,0.4634,13,6,0,1,123.4,10.0,1,0.628,0.0224,0.6521,0.3099,0,1,0.5309
1066,6,Pueblo Libre,15212.6,1431,0.4603,0.4301,0.1096,0.9347,29.1,0.8382,7,3,0,2,178.6,1778.6,0,0.55,0.7576,0.8641,0.4603,1,1,0.6855
1067,6,Pueblo Libre,14150.6,1360,0.564,0.2559,0.1801,0.9494,5.7,0.805,10,1,1,1,817.8,206.7,3,0.53,0.2569,0.8754,0.564,0,0,0.6878
1068,6,Pueblo Libre,13603.1,1236,0.4719,0.2934,0.2346,0.9144,61.1,0.7516,6,4,1,0,847.1,463.9,1,0.44,0.0729,0.7695,0.4719,0,1,0.5744
1069,6,Pueblo Libre,16495.1,1543,0.6813,0.3521,0.0,0.7957,34.4,0.7067,10,3,2,0,470.9,467.3,0,0.751,0.0586,0.7781,0.6813,0,1,0.5533
1070,6,Pueblo Libre,14190.0,1164,0.502,0.4282,0.0698,0.7719,41.9,0.7431,8,2,1,2,103.0,10.0,0,0.549,0.2164,0.7901,0.502,0,1,0.6762
1071,6,Pueblo Libre,15988.1,1650,0.396,0.3067,0.2973,0.7933,60.3,0.8566,7,3,2,0,261.4,113.5,1,0.53,0.043,0.8336,0.396,0,0,0.606
1072,6,Pueblo Libre,16963.4,1474,0.4956,0.3466,0.1578,0.956,45.6,0.9218,11,3,2,3,244.9,423.1,1,0.506,0.1866,0.8923,0.4956,0,1,0.6492
1073,6,Pueblo Libre,17470.4,1898,0.3037,0.2968,0.3995,0.8465,10.2,0.6535,15,2,2,2,123.4,89.1,1,0.696,0.2104,0.7785,0.3037,0,1,0.7309
1074,6,Pueblo Libre,18242.4,1490,0.3701,0.352,0.2779,0.8811,1.0,0.4687,10,2,0,0,427.3,470.0,2,0.653,0.1866,0.6799,0.3701,0,0,0.519
1075,6,Pueblo Libre,16395.3,1350,0.3283,0.4337,0.238,0.7561,2.8,0.6086,11,1,1,0,131.5,454.2,2,0.654,0.1281,0.7615,0.3283,0,1,0.6416
1076,6,Pueblo Libre,13479.8,1231,0.4516,0.3585,0.1899,0.8679,63.2,0.4963,7,2,0,3,87.1,23.5,1,0.536,0.2449,0.6136,0.4516,0,0,0.5253
1077,6,Pueblo Libre,17117.7,1669,0.4439,0.3214,0.2346,0.8482,7.6,0.8572,7,9,2,0,66.9,622.8,0,0.715,0.7733,0.9041,0.4439,1,1,0.7801
1078,6,Pueblo Libre,17574.9,1893,0.5705,0.3474,0.0821,0.8783,11.7,0.9307,12,5,2,0,962.8,559.4,0,0.551,0.9234,0.9428,0.5705,1,1,0.7852
1079,6,Pueblo Libre,15564.3,1676,0.4401,0.2859,0.274,0.8401,1.5,0.451,4,3,1,0,162.7,87.2,0,0.661,0.1257,0.6685,0.4401,0,0,0.5541
1080,6,Pueblo Libre,15309.0,1820,0.3497,0.2704,0.3798,0.7681,39.7,0.6716,18,1,1,0,165.4,305.7,0,0.629,0.2987,0.7501,0.3497,0,1,0.611
1081,6,Pueblo Libre,21940.4,2063,0.6059,0.4463,0.0,0.7606,1.4,0.4011,8,0,0,0,107.3,176.5,3,0.397,0.1348,0.6387,0.6059,0,0,0.4839
1082,6,Pueblo Libre,12896.7,1062,0.1555,0.481,0.3634,0.978,12.4,0.9465,7,1,1,2,730.9,75.7,0,0.954,0.0349,0.9514,0.1555,0,0,0.607
1083,6,Pueblo Libre,17184.8,1966,0.4538,0.2067,0.3395,0.8949,15.0,0.4048,11,3,0,1,81.1,381.5,0,0.736,0.0548,0.6228,0.4538,0,1,0.6128
1084,6,Pueblo Libre,18510.5,2021,0.4718,0.3966,0.1317,0.9044,19.6,0.8665,15,4,0,0,93.4,362.2,0,0.677,0.1044,0.8938,0.4718,0,0,0.5925
1085,6,Pueblo Libre,15181.0,1255,0.449,0.4187,0.1323,0.9697,28.7,0.8152,8,1,0,1,189.1,1064.3,1,0.701,0.8316,0.8509,0.449,1,1,0.7737
1086,6,Pueblo Libre,15595.6,1299,0.5,0.2531,0.2469,0.8822,9.0,0.3344,10,3,1,0,240.5,457.5,0,0.958,0.2335,0.5886,0.5,0,1,0.7106
1087,6,Pueblo Libre,15036.5,1489,0.4611,0.3123,0.2267,0.8977,47.8,0.5497,13,2,0,1,414.4,10.0,0,0.821,0.0042,0.6661,0.4611,0,1,0.5257
1088,6,Pueblo Libre,16000.5,1498,0.5,0.3038,0.1962,0.8755,17.6,0.6328,7,2,4,0,142.5,200.8,1,0.702,0.1218,0.7562,0.5,0,0,0.5519
1089,6,Pueblo Libre,18158.8,1885,0.3898,0.5021,0.1081,0.7922,9.0,0.6587,10,2,1,3,841.7,161.1,0,0.544,0.2635,0.7832,0.3898,0,1,0.7526
1090,6,Pueblo Libre,15524.3,1378,0.3041,0.4822,0.2137,0.8248,14.3,0.7853,12,2,0,2,143.3,490.5,0,0.567,0.0353,0.8521,0.3041,0,1,0.6422
1091,6,Pueblo Libre,23465.4,2777,0.4454,0.2763,0.2783,0.9622,72.8,0.7182,10,3,3,1,109.2,1168.9,0,0.38,0.9345,0.7339,0.4454,1,1,0.828
1092,6,Pueblo Libre,14913.4,1498,0.3473,0.2333,0.4194,0.8565,96.1,0.5937,12,2,0,1,101.2,714.9,1,0.595,0.6663,0.6281,0.3473,1,1,0.7014
1093,6,Pueblo Libre,19306.0,2124,0.3771,0.4118,0.211,0.799,47.0,0.672,11,1,0,1,131.7,936.5,1,0.749,0.9289,0.7405,0.3771,1,1,0.7846
1094,6,Pueblo Libre,17305.4,1471,0.5661,0.3935,0.0403,0.9487,127.6,0.6633,17,2,1,0,96.1,244.3,3,0.745,0.1049,0.6279,0.5661,0,0,0.6461
1095,6,Pueblo Libre,16260.3,1702,0.6058,0.4495,0.0,0.771,1.7,0.7308,4,2,2,2,446.2,37.7,2,0.742,0.0113,0.8362,0.6058,0,1,0.5936
1096,6,Pueblo Libre,19529.8,2238,0.5643,0.2653,0.1705,0.9035,3.1,0.7004,8,6,1,3,109.9,119.7,0,0.573,0.2047,0.8161,0.5643,0,1,0.743
1097,6,Pueblo Libre,12159.8,983,0.5457,0.4079,0.0464,0.918,8.0,0.2225,12,1,1,3,220.0,54.0,0,0.733,0.1252,0.5229,0.5457,0,1,0.6118
1098,6,Pueblo Libre,17020.4,1729,0.456,0.2915,0.2525,0.8229,9.4,0.7758,8,0,2,1,107.4,67.3,1,0.774,0.2842,0.8529,0.456,0,0,0.4938
1099,6,Pueblo Libre,14280.7,1283,0.5515,0.3999,0.0486,0.7901,62.3,0.7476,11,5,0,1,95.6,79.3,1,0.316,0.2074,0.7655,0.5515,0,1,0.6866
1100,6,Pueblo Libre,14953.6,1482,0.4856,0.347,0.1674,0.8576,10.0,0.7019,10,3,1,0,593.0,519.6,1,0.696,0.8076,0.8079,0.4856,1,1,0.6948
1101,6,Pueblo Libre,14840.8,1671,0.6447,0.502,0.0,0.9312,43.5,0.873,13,0,1,0,882.0,995.6,1,0.962,0.8691,0.8659,0.6447,1,1,0.7865
1102,6,Pueblo Libre,13686.8,1472,0.3582,0.3858,0.256,0.9628,8.7,0.7264,16,2,0,1,675.3,32.7,1,0.606,0.0389,0.8242,0.3582,0,1,0.6759
1103,6,Pueblo Libre,12033.8,1325,0.5173,0.3249,0.1579,0.9457,1.2,0.8424,18,4,1,3,75.4,177.7,0,0.272,0.235,0.9039,0.5173,0,0,0.6179
1104,6,Pueblo Libre,16933.1,1498,0.3236,0.361,0.3154,0.7763,2.2,0.8254,9,2,0,2,84.3,462.9,0,0.528,0.2189,0.8923,0.3236,0,0,0.6476
1105,6,Pueblo Libre,15841.9,1794,0.5178,0.342,0.1402,0.8035,5.7,0.8343,8,6,2,2,1191.2,65.8,1,0.378,0.202,0.893,0.5178,0,1,0.6519
1106,6,Pueblo Libre,15278.6,1597,0.2781,0.2576,0.4643,0.8981,13.4,0.8171,4,2,0,0,199.6,134.4,0,0.555,0.1914,0.8724,0.2781,0,1,0.5363
1107,6,Pueblo Libre,17822.0,1475,0.3286,0.504,0.1674,0.9204,24.4,0.9741,10,3,0,1,81.5,478.2,0,0.466,0.0373,0.9519,0.3286,0,1,0.7982
1108,6,Pueblo Libre,17084.6,1956,0.3217,0.4779,0.2004,0.7521,19.4,0.8961,13,2,0,1,581.6,176.3,1,0.79,0.2442,0.9117,0.3217,0,1,0.6593
1109,6,Pueblo Libre,15359.6,1263,0.4752,0.3359,0.1889,0.7842,11.9,0.5031,3,3,2,1,258.2,894.2,0,0.767,0.7433,0.686,0.4752,1,1,0.8074
1110,6,Pueblo Libre,23322.2,1892,0.4855,0.406,0.1086,0.7726,27.3,0.8059,10,1,0,0,385.9,888.7,1,0.701,0.9297,0.8471,0.4855,1,1,0.8195
1111,6,Pueblo Libre,18443.2,2090,0.695,0.5141,0.0,0.8319,9.9,0.8751,8,5,2,1,40.8,303.0,0,0.834,0.2628,0.9119,0.695,0,1,0.7477
1112,6,Pueblo Libre,21867.5,1760,0.4409,0.449,0.1102,0.9134,44.1,0.4877,13,5,1,0,188.5,55.2,0,0.565,0.1627,0.6338,0.4409,0,1,0.7464
1113,6,Pueblo Libre,15004.1,1253,0.5273,0.3254,0.1473,0.9764,1.2,0.4162,13,2,0,1,522.7,28.5,1,0.661,0.2871,0.6481,0.5273,0,0,0.5227
1114,6,Pueblo Libre,16599.3,1339,0.4661,0.343,0.1909,0.7715,3.3,0.6892,11,3,2,3,146.6,189.1,0,0.979,0.0328,0.8091,0.4661,0,1,0.6303
1115,6,Pueblo Libre,13028.2,1500,0.5189,0.2126,0.2685,0.8715,23.1,0.7132,9,5,2,1,657.2,54.4,0,0.738,0.0012,0.7971,0.5189,0,0,0.6482
1116,6,Pueblo Libre,15206.9,1243,0.4644,0.412,0.1237,0.8394,13.2,0.6926,8,3,3,0,85.3,120.6,0,0.737,0.099,0.7979,0.4644,0,1,0.6125
1117,6,Pueblo Libre,14598.5,1385,0.56,0.4494,0.0,0.8456,22.1,0.8246,10,1,0,0,223.6,507.2,0,0.535,0.8215,0.8653,0.56,1,1,0.7376
1118,6,Pueblo Libre,23189.2,2056,0.3447,0.45,0.2053,0.7663,93.7,0.7014,13,4,1,1,912.3,596.0,0,0.588,0.6214,0.6959,0.3447,1,1,0.8308
1119,6,Pueblo Libre,14338.1,1342,0.2053,0.4061,0.3887,0.8192,107.7,0.9511,7,2,2,1,97.4,862.7,0,0.5,0.5731,0.8271,0.2053,1,1,0.7629
1120,6,Pueblo Libre,15438.3,1414,0.4917,0.3782,0.1301,0.8106,7.2,0.3564,12,5,3,0,304.0,981.8,1,0.902,0.9208,0.6043,0.4917,1,1,0.7959
1121,6,Pueblo Libre,12511.2,1445,0.2695,0.2702,0.4603,0.9224,24.9,0.7214,8,5,1,1,390.8,10.0,2,0.416,0.2836,0.7996,0.2695,0,0,0.4923
1122,6,Pueblo Libre,17280.9,1913,0.5812,0.3756,0.0432,0.904,10.3,0.8493,12,2,0,2,263.3,176.3,1,0.787,0.2308,0.8959,0.5812,0,1,0.6489
1123,6,Pueblo Libre,13839.5,1597,0.3952,0.2995,0.3053,0.9027,58.6,0.9656,8,4,2,0,200.3,90.5,0,0.737,0.1261,0.9012,0.3952,0,1,0.5959
1124,6,Pueblo Libre,18204.5,1980,0.3462,0.392,0.2618,0.8746,1.0,0.7154,7,4,3,1,121.4,32.4,0,0.409,0.2957,0.8279,0.3462,0,1,0.7399
1125,6,Pueblo Libre,11708.0,1091,0.7201,0.2889,0.0,0.8321,38.5,0.6848,11,4,0,2,286.4,1280.5,1,0.821,0.5526,0.7595,0.7201,1,1,0.5708
1126,6,Pueblo Libre,15708.1,1373,0.4482,0.3915,0.1603,0.8085,58.0,0.6349,9,1,2,2,225.4,11.2,1,0.611,0.2433,0.7036,0.4482,0,1,0.5256
1127,6,Pueblo Libre,11570.1,1170,0.429,0.4558,0.1152,0.7527,16.4,0.9297,15,2,0,3,77.6,515.7,0,0.452,0.7723,0.9359,0.429,1,1,0.6788
1128,6,Pueblo Libre,14822.8,1397,0.5248,0.3802,0.095,0.7855,39.5,0.7532,10,2,4,2,589.9,1173.7,1,0.705,0.6245,0.7992,0.5248,1,1,0.6339
1129,6,Pueblo Libre,15310.7,1618,0.5315,0.3763,0.0922,0.8028,5.5,0.5838,6,0,2,1,118.2,991.8,0,0.527,0.9406,0.7429,0.5315,1,1,0.8092
